"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"20-Dec-2024","EQ","2,132.00","2,151.10","2,071.05","2,139.80","2,075.00","2,080.60","2,109.38","2,399.80","1,202.00","12,195","2,57,23,836.75","2,103"
"19-Dec-2024","EQ","2,097.50","2,153.75","2,063.80","2,097.50","2,131.90","2,139.80","2,123.81","2,399.80","1,202.00","15,769","3,34,90,420.25","3,160"
"18-Dec-2024","EQ","2,083.10","2,119.95","2,070.00","2,082.15","2,085.00","2,097.50","2,087.55","2,399.80","1,202.00","13,845","2,89,02,065.45","1,855"
"17-Dec-2024","EQ","2,080.10","2,114.80","2,034.95","2,080.10","2,075.10","2,082.15","2,068.42","2,399.80","1,202.00","14,331","2,96,42,553.00","2,843"
"16-Dec-2024","EQ","2,130.00","2,156.20","2,043.75","2,132.35","2,079.25","2,080.10","2,100.82","2,399.80","1,202.00","10,952","2,30,08,210.90","2,398"
"13-Dec-2024","EQ","2,075.35","2,162.00","2,048.00","2,075.35","2,125.00","2,132.35","2,121.97","2,399.80","1,152.00","38,160","8,09,74,363.00","8,393"
"12-Dec-2024","EQ","2,091.25","2,097.60","2,035.55","2,061.00","2,075.05","2,075.35","2,069.87","2,399.80","1,152.00","18,562","3,84,20,961.35","3,982"
"11-Dec-2024","EQ","2,105.00","2,142.40","2,041.60","2,118.95","2,060.00","2,061.00","2,075.13","2,399.80","1,152.00","27,872","5,78,38,039.00","4,208"
"10-Dec-2024","EQ","2,266.00","2,399.80","2,109.95","2,242.05","2,127.50","2,118.95","2,207.38","2,399.80","1,152.00","54,872","12,11,23,213.55","8,247"
"09-Dec-2024","EQ","2,239.00","2,252.00","2,215.00","2,234.45","2,230.20","2,242.05","2,236.48","2,285.00","1,152.00","14,635","3,27,30,865.25","2,333"
"06-Dec-2024","EQ","2,207.80","2,263.60","2,185.95","2,207.80","2,216.95","2,234.45","2,234.70","2,285.00","1,133.00","31,154","6,96,19,899.30","4,337"
"05-Dec-2024","EQ","2,218.00","2,236.45","2,174.65","2,212.70","2,205.20","2,207.80","2,201.82","2,285.00","1,133.00","39,849","8,77,40,500.55","4,615"
"04-Dec-2024","EQ","2,200.00","2,272.00","2,193.05","2,206.55","2,200.00","2,212.70","2,225.88","2,285.00","1,133.00","29,759","6,62,39,870.35","3,731"
"03-Dec-2024","EQ","2,210.00","2,237.00","2,196.85","2,212.20","2,206.00","2,206.55","2,211.33","2,285.00","1,133.00","23,412","5,17,71,653.60","2,393"
"02-Dec-2024","EQ","2,205.05","2,247.00","2,184.05","2,189.70","2,218.00","2,212.20","2,217.38","2,285.00","1,133.00","26,124","5,79,26,948.30","3,260"
"29-Nov-2024","EQ","2,115.00","2,275.05","2,114.00","2,104.50","2,207.70","2,189.70","2,220.41","2,285.00","1,133.00","1,42,877","31,72,44,887.60","12,854"
"28-Nov-2024","EQ","2,154.10","2,199.00","2,098.15","2,154.10","2,115.00","2,104.50","2,137.36","2,285.00","1,133.00","38,577","8,24,52,809.85","6,615"
"27-Nov-2024","EQ","2,216.05","2,269.15","2,134.05","2,228.65","2,140.20","2,154.10","2,191.51","2,285.00","1,133.00","38,482","8,43,33,708.55","5,680"
