"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"16-Jun-2025","EQ","98.47","98.71","95.41","98.04","97.80","97.75","97.05","142.95","79.44","1,44,108","1,39,85,973.68","3,605"
"13-Jun-2025","EQ","97.10","99.23","96.50","98.99","98.47","98.04","97.69","142.95","79.44","1,30,374","1,27,36,818.16","2,596"
"12-Jun-2025","EQ","101.40","102.28","98.20","100.99","99.00","98.99","100.13","142.95","79.44","1,75,460","1,75,69,546.97","2,875"
"11-Jun-2025","EQ","101.88","104.50","100.00","100.99","100.63","100.99","102.05","142.95","79.44","4,58,084","4,67,46,445.60","6,705"
"10-Jun-2025","EQ","101.20","101.88","100.78","101.02","100.94","100.99","101.17","142.95","79.44","1,50,283","1,52,03,633.25","2,861"
"09-Jun-2025","EQ","99.30","101.88","99.30","99.20","101.00","101.02","100.49","142.95","79.44","2,21,016","2,22,10,521.70","3,679"
"06-Jun-2025","EQ","100.65","100.65","98.44","100.15","99.30","99.20","99.43","142.95","79.44","1,42,617","1,41,80,544.52","2,870"
"05-Jun-2025","EQ","99.68","100.99","99.49","99.68","100.40","100.15","100.12","142.95","79.44","1,29,880","1,30,03,194.48","2,234"
"04-Jun-2025","EQ","98.97","100.91","97.25","98.25","99.22","99.68","98.98","142.95","79.44","1,53,715","1,52,14,639.37","3,011"
"03-Jun-2025","EQ","100.35","100.35","97.50","99.62","98.07","98.25","98.46","142.95","79.44","1,39,413","1,37,26,016.31","2,877"
"02-Jun-2025","EQ","101.54","102.50","98.96","101.54","99.40","99.62","100.71","142.95","79.44","2,54,025","2,55,82,429.79","4,948"
"30-May-2025","EQ","96.79","103.39","96.00","96.55","101.69","101.54","100.81","142.95","79.44","7,35,483","7,41,43,382.81","11,128"
"29-May-2025","EQ","96.96","97.48","95.72","96.65","96.75","96.55","96.68","142.95","79.44","93,459","90,35,483.15","2,193"
"28-May-2025","EQ","98.00","98.31","96.11","97.40","96.44","96.65","97.24","142.95","79.44","1,22,701","1,19,31,168.99","2,316"
"27-May-2025","EQ","97.55","98.15","96.50","97.55","97.50","97.40","97.27","142.95","79.44","1,05,055","1,02,18,367.35","2,120"
"26-May-2025","EQ","97.00","98.46","96.56","96.80","97.89","97.55","97.52","142.95","79.44","1,60,109","1,56,14,340.29","3,207"
"23-May-2025","EQ","98.14","98.87","96.01","97.78","97.11","96.80","97.69","142.95","79.44","1,90,135","1,85,73,792.67","4,003"
"22-May-2025","EQ","101.63","101.63","96.50","101.24","97.80","97.78","98.08","142.95","79.44","3,08,301","3,02,37,956.46","5,486"
"21-May-2025","EQ","100.75","102.49","99.11","100.45","101.83","101.24","101.30","142.95","79.44","3,09,229","3,13,23,939.79","5,140"
"20-May-2025","EQ","102.44","102.87","98.95","100.35","100.61","100.45","100.62","142.95","79.44","3,23,830","3,25,83,278.89","5,134"
"19-May-2025","EQ","96.48","101.90","95.63","95.68","101.40","100.35","99.55","142.95","79.44","4,87,430","4,85,25,113.72","7,627"
"16-May-2025","EQ","93.68","96.49","93.13","93.09","95.50","95.68","94.91","142.95","79.44","2,34,449","2,22,52,215.46","4,284"
"15-May-2025","EQ","92.47","93.50","92.05","92.01","93.00","93.09","92.88","142.95","79.44","1,39,115","1,29,21,045.58","2,748"
"14-May-2025","EQ","89.77","92.60","89.00","89.26","92.44","92.01","91.45","142.95","79.44","1,95,626","1,78,89,811.90","3,004"
